Title,Company,Location,Description,Job Link
"Software Engineer Intern, Autobots (Summer 2025)",Chime,"San Francisco, CA","About The Role  Chime is looking for a Software Engineer Intern to join our Autobots team. Our team owns all the member-facing support experiences across Chime. As part of this team, you will directly contribute to member satisfaction by crafting delightful support experiences that resolve their questions and pain-points. You will gain valuable professional experience working with cutting edge cloud technology platforms and distributed systems alongside engineers with a wealth of experience to share. This is an exciting opportunity to learn while playing a role in a critical initiative at Chime.  This role is structured as a 3 month engagement. The starting hourly rate offered for this role and target level of experience will begin at $34 and up to $49. The actual base salary offered may be higher, depending on your location, skills, qualifications, and experience.              We know that great work can’t be done without a diverse team and inclusive environment. That’s why we specifically look for individuals of varying strengths, skills, backgrounds, and ideas to join our team. We believe this gives us a competitive advantage to better serve our members and helps us all grow as Chimers and individuals.  We hire candidates of any race, color, ancestry, religion, sex, national origin, sexual orientation, gender identity, age, marital or family status, disability, Veteran status, and any other status. Chime is proud to be an Equal Opportunity Employer and will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance, Cook County Ordinance, and consistent with Canadian provincial and federal laws. If you have a disability or special need that requires accommodation, please let us know.  To learn more about how Chime collects and uses your personal information during the application process, please see the Chime Applicant Privacy Notice. Show more",https://www.linkedin.com/jobs/view/software-engineer-intern-autobots-summer-2025-at-chime-4204813751?position=45&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=iv4bE63m7WsvMgCW4ulpAQ%3D%3D
Junior Web Developer,Diesel Laptops,"Irmo, SC","Job Title: Junior Web Developer  Company Overview  At Diesel Laptops, we are dedicated to revolutionizing the commercial truck and off-highway vehicle repair industry. Since our inception, we have been committed to providing cutting-edge diagnostic tools, repair information, and world-class training to our clients. Our mission is to empower technicians and repair facilities with the knowledge and tools they need to efficiently diagnose and repair vehicles, ultimately reducing downtime and improving profitability. At Diesel Laptops, we pride ourselves on fostering a collaborative and innovative work environment where every team member is valued and has the opportunity to grow.    We are seeking a Junior Web Developer to assist with website and mobile application development, testing, and deployment. This role will work closely with the web development team, focusing on both front-end and back-end solutions to support our platforms and optimize user experiences. The successful candidate will be passionate about web technologies, adaptable, and eager to learn in a fast-paced environment.                Bachelor’s degree in Computer Science, Information Technology, or a related field. Show more",https://www.linkedin.com/jobs/view/junior-web-developer-at-diesel-laptops-4211964360?position=46&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=tIhBXfbR1q440tVqSEqcNg%3D%3D
Internship - Software Engineer,North Texas Tollway Authority,"Plano, TX","NORTH TEXAS TOLLWAY AUTHORITY  The North Texas Tollway Authority has been connecting North Texans for 25 years, serving one of the fastest growing metro areas in the US. We serve more than 14 million drivers through safe, well-maintained roads, which has brought significant and continued economic growth and development. We were the first tolling agency in the US to use electronic tolling technology with the TollTag. We were also among the first to convert an entire network of roads to cashless tolling (2010). NTTA is dedicated to continuing its legacy as a leader in tolling.  NTTA has several internship opportunities at their Corporate Headquarters in Plano, Texas. The internship program is designed to allow interns to gain valuable skills through hands-on experience of the day-to-day operations of a successful toll road entity.  We are seeking a motivated and detail-oriented Systems Engineer Intern to join our dynamic team.                      We all work toward doing things in the best interest of NTTA. Each employee forms our team, and our team is the foundation of our success.  Why is NTTA a great place to work? Our culture is based on great work, sharing ideas, collaborating on projects and supporting each other.  We set high expectations and bring our best to every assignment, every day.  Accountability is a vital part of teamwork that helps build trust and Positive Intent. We take ownership of our individual contributions toward NTTA's goals, holding ourselves to the same standards we hold others.  Positive Intent is foundational to each core value. Having Positive Intent means consistently operating in the best interest of NTTA.  We are committed to continuous improvement, learning, skill development, problem-solving and creativity in everything we do.  Having Real Conversations is key to successful communication, collaboration and teamwork.  Being Trustworthy establishes our credibility, dependability and value as professionals, a team, and a customer-driven organization.  NTTA is a political subdivision of Texas created to acquire, construct, maintain and operate toll roads in North Texas. As a customer-driven organization, NTTA delivers a safe and reliable toll system for millions of customers each year in one of the fastest growing regions in the United States. NTTA is a vibrant organization with a highly qualified, energized and engaged team focused on achieving Excellence and we are looking for talented individuals to join us.  We are committed to providing a safe and reliable toll road system, increase value and mobility options for our customers, operate the Authority in a businesslike manner, protect our bondholders, and partner to meet our region's growing need for transportation infrastructure.  How To Apply  Click Apply. Register or log-in to your account. Complete the application in its entirety, including any questions, and click Submit.  If you have questions about the application process, please access our Frequently Asked Questions  At any time during the application process, you can click on the Job Title to which you are applying to return to this page to access the FAQs.    Show more",https://www.linkedin.com/jobs/view/internship-software-engineer-at-north-texas-tollway-authority-4205889709?position=47&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=ZieEePg5ngI5SHq2ZNJ37Q%3D%3D
"Software Engineer, Backend",OpenAI,"New York, NY","About The Team  We bring OpenAI's technology to the world through products like ChatGPT and the OpenAI API.  We seek to learn from deployment and distribute the benefits of AI, while ensuring that this powerful tool is used responsibly and safely. Safety is more important to us than unfettered growth.    As OpenAI scales, we’re looking for experienced, problem-solving engineers to build new products and scale our systems. Our success depends on our ability to quickly iterate on products while also ensuring that they are performant and reliable.  You’ll work in a deeply iterative, collaborative, fast-paced environment to bring our technology to millions of users around the world, and ensure it’s delivered with safety and reliability in mind.            OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity.  We are an equal opportunity employer and do not discriminate on the basis of race, religion, national origin, gender, sexual orientation, age, veteran status, disability or any other legally protected status.  OpenAI Affirmative Action and Equal Employment Opportunity Policy Statement  For US Based Candidates: Pursuant to the San Francisco Fair Chance Ordinance, we will consider qualified applicants with arrest and conviction records.  We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link.  OpenAI Global Applicant Privacy Policy  At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology. Show more",https://www.linkedin.com/jobs/view/software-engineer-backend-at-openai-4201893434?position=48&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=XQl%2B1%2BtoTGtATBOhGML0ew%3D%3D
Backend Software Engineer,Pinterest,"Seattle, WA","About Pinterest  Millions of people around the world come to our platform to find creative ideas, dream about new possibilities and plan for memories that will last a lifetime. At Pinterest, we’re on a mission to bring everyone the inspiration to create a life they love, and that starts with the people behind the product.  Discover a career where you ignite innovation for millions, transform passion into growth opportunities, celebrate each other’s unique experiences and embrace the flexibility to do your best work. Creating a career you love? It’s Possible.  We are looking for inquisitive, well-rounded Backend engineers to join our Core and Monetization engineering teams. Working closely with product managers, designers, and backend engineers, you’ll play an important role in enabling the newest technologies and experiences. You will build robust frameworks & features. You will empower both developers and Pinners alike. You’ll have the opportunity to find creative solutions to thought-provoking problems. Even better, because we covet the kind of courageous thinking that’s required in order for big bets and smart risks to pay off, you’ll be invited to create and drive new initiatives, seeing them from inception through to technical design, implementation, and release.            This position is not eligible for relocation assistance.  At Pinterest we believe the workplace should be equitable, inclusive, and inspiring for every employee. In an effort to provide greater transparency, we are sharing the base salary range for this position. The position is also eligible for equity. Final salary is based on a number of factors including location, travel, relevant prior experience, or particular skills and expertise.    US based applicants only  $118,938—$244,872 USD    Pinterest is an equal opportunity employer and makes employment decisions on the basis of merit. We want to have the best qualified people in every job. All qualified applicants will receive consideration for employment without regard to race, color, ancestry, national origin, religion or religious creed, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, age, marital status, status as a protected veteran, physical or mental disability, medical condition, genetic information or characteristics (or those of a family member) or any other consideration made unlawful by applicable federal, state or local laws. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you require a medical or religious accommodation during the job application process, please complete this form for support.  Show more",https://www.linkedin.com/jobs/view/backend-software-engineer-at-pinterest-4197136473?position=49&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=2hpts8BUd63wSWVSOHwjKw%3D%3D
"Software Engineer, Backend",OpenAI,"Seattle, WA","About The Team  The ChatGPT for Work team works across research, engineering, product, and design to bring OpenAI’s technology to consumers and businesses.  We seek to learn from deployment and distribute the benefits of AI, while ensuring that this powerful tool is used responsibly and safely.    You will help build and deploy our ChatGPT for Work product. We shipped ChatGPT for Work in August last year, and we’re humbled and excited by the reception – a recent study found that ChatGPT can drive up to 30% more productivity in knowledge work.  We’re looking for experienced engineers, who are excited by the three components of shipping the best enterprise product:              OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity.  We are an equal opportunity employer and do not discriminate on the basis of race, religion, national origin, gender, sexual orientation, age, veteran status, disability or any other legally protected status.  OpenAI Affirmative Action and Equal Employment Opportunity Policy Statement  For US Based Candidates: Pursuant to the San Francisco Fair Chance Ordinance, we will consider qualified applicants with arrest and conviction records.  We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link.  OpenAI Global Applicant Privacy Policy  At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology. Show more",https://www.linkedin.com/jobs/view/software-engineer-backend-at-openai-4201888976?position=50&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=W0eBKPVvX1PiODnnrA184A%3D%3D
"Software Engineer, Frontend",Glean,"Palo Alto, CA","About Glean  We’re on a mission to make knowledge work faster and more humane. We believe that AI will fundamentally transform how people work. In the future, everyone will work in tandem with expert AI assistants who find knowledge, create and synthesize information, and execute work. These assistants will free people up to focus on the higher-level, creative aspects of their work.  We’re building a system of intelligence for every company in the world. On the surface, you can think of it as+ ChatGPT for the enterprise. Under the hood, our platform is the connective tissue between AI and knowledge. It brings all of a company’s knowledge together, understands it at a deep level, provides industry-leading search relevance over it, and connects it to generative AI agents and applications.  Glean was founded by a seasoned team of formersearch andengineers who saw a need in the enterprise space for their technical depth and passion for AI. We’re a diverse team of curious and creative people who want to help each other get big things done—so we can help other teams do the same.  We're backed by some of the Valley's leading venture capitalists—including Sequoia, Kleiner Perkins, Lightspeed, and General Catalyst—and have assembled a world-class team with senior leadership experience at , Slack, , Dropbox, Rubrik, , Intercom, , Palantir, and others.    Glean is looking for creative engineers to launch beautiful, smooth user facing features from within a modern React and TypeScript codebase. In a rapidly growing startup, this entails developing ideas with product designers to best balance constraints with requirements, delivering best-in-class user interfaces that run in modern mobile and desktop browsers, as well as creating frontend infrastructure to support rapid experimentation and development.                    The standard base salary range for this position is $115,000 - $260,000 annually.  We are a diverse bunch of people and we want to continue to attract and retain a diverse range of people into our organization. We're committed to an inclusive and diverse company. We do not discriminate based on gender, ethnicity, sexual orientation, religion, civil or family status, age, disability, or race. Show more",https://www.linkedin.com/jobs/view/software-engineer-frontend-at-glean-4195258183?position=51&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=x%2FoELiaPaP4m7IOB5yds%2Fw%3D%3D
"Software Engineer, Full Stack",OpenAI,"San Francisco, CA","About The Team  We bring OpenAI's technology to the world through products like ChatGPT and the OpenAI API.  We seek to learn from deployment and distribute the benefits of AI, while ensuring that this powerful tool is used responsibly and safely. Safety is more important to us than unfettered growth.    We are looking for a self-starter engineer who loves building new products in an iterative and fast-moving environment. In this role, you will be bringing our large language models to millions of users around the world. Our users include everyday enthusiasts as well as professionals for ChatGPT, and everyone from hobbyists to large enterprises for the OpenAI API — you’ll interface directly with users to develop the features they want most! You will also collaborate closely with the research teams that created the core models and work with them on continual improvement. You will be a key part of the effort to push these technologies forward, and onto the next 100x users.            OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity.  We are an equal opportunity employer and do not discriminate on the basis of race, religion, national origin, gender, sexual orientation, age, veteran status, disability or any other legally protected status.  OpenAI Affirmative Action and Equal Employment Opportunity Policy Statement  For US Based Candidates: Pursuant to the San Francisco Fair Chance Ordinance, we will consider qualified applicants with arrest and conviction records.  We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link.  OpenAI Global Applicant Privacy Policy  At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology. Show more",https://www.linkedin.com/jobs/view/software-engineer-full-stack-at-openai-4201889835?position=52&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=zj60tciID8TSul1VQZr7uw%3D%3D
"Software Engineer, Frontend",OpenAI,"San Francisco, CA","About The Team  The Applied team works across research, engineering, product, and design to bring OpenAI’s technology to the world.  We seek to learn from deployment and broadly distribute the benefits of AI, while ensuring that this powerful tool is used responsibly and safely. We aim to make our innovative tools globally accessible, transcending geographic, economic, or platform barriers. Our commitment is to facilitate the use of AI to enhance lives, fostered by rigorous insights into how people use our products.    We are looking for an experienced frontend engineer to join our Applied Engineering teams. You’ll work in a deeply iterative, collaborative, fast-paced environment to bring our technology to millions of users around the world, and ensure it’s delivered with safety and reliability in mind. We value engineers who are self-starters, care deeply about the end user experience, and take pride in building products to solve customer needs.            OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity.  We are an equal opportunity employer and do not discriminate on the basis of race, religion, national origin, gender, sexual orientation, age, veteran status, disability or any other legally protected status.  OpenAI Affirmative Action and Equal Employment Opportunity Policy Statement  For US Based Candidates: Pursuant to the San Francisco Fair Chance Ordinance, we will consider qualified applicants with arrest and conviction records.  We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link.  OpenAI Global Applicant Privacy Policy  At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology. Show more",https://www.linkedin.com/jobs/view/software-engineer-frontend-at-openai-4201251229?position=53&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=o9i9SOLrMM%2FkXvbNF1Cwaw%3D%3D
"Software Engineer, Front End",Meta,"New York, NY","Meta Platforms, Inc. (Meta), formerly known as Facebook Inc., builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps and services like Messenger, Instagram, WhatsApp, and Novi further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology.Instructions on how to apply, click “Apply to Job” online on this web page.  Software Engineer, Front End Responsibilities:    Minimum Qualifications:    Preferred Qualifications:    About Meta:  Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.  Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.  Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.  $56.25/hour to $173,000/year + bonus + equity + benefits  Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta. Show more",https://www.linkedin.com/jobs/view/software-engineer-front-end-at-meta-4209525758?position=54&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=7sScqn1thE9SzxvOkouhpQ%3D%3D
"Software Engineer, Backend Python",Venmo,"New York, NY","The Company PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.  We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whether they are online or in person. PayPal is more than a connection to third-party payment networks. We provide proprietary payment solutions accepted by merchants that enable the completion of payments on our platform on behalf of our customers.  We offer our customers the flexibility to use their accounts to purchase and receive payments for goods and services, as well as the ability to transfer and withdraw funds. We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account balance, PayPal and Venmo branded credit products, a credit card, a debit card, certain cryptocurrencies, or other stored value products such as gift cards, and eligible credit card rewards. Our PayPal, Venmo, and Xoom products also make it safer and simpler for friends and family to transfer funds to each other. We offer merchants an end-to-end payments solution that provides authorization and settlement capabilities, as well as instant access to funds and payouts. We also help merchants connect with their customers, process exchanges and returns, and manage risk. We enable consumers to engage in cross-border shopping and merchants to extend their global reach while reducing the complexity and friction involved in enabling cross-border trade.  Our beliefs are the foundation for how we conduct business every day. We live each day guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Together, our values ensure that we work together as one global team with our customers at the center of everything we do – and they push us to ensure we take care of ourselves, each other, and our communities.   Meet Your Team PayPal is transforming global commerce. Our Engineering team is the heart of this transformation. We’re building innovative solutions that delight customers and drive business growth. Join our dynamic engineering team at PayPal, where you’ll have the opportunity to collaborate with talented peers and work on high-impact projects in an agile environment. We're not just building systems; we're creating scalable, high-performance solutions that make a real difference in global commerce. We prioritize code quality, customer focus, and rapid iteration. Our engineers work closely with design, product, and QA teams to deliver world-class experiences.     You'll design, develop, and optimize core systems that power millions of transactions daily, directly impacting our customers' experiences and our company's success.    As a, you'll design and implement backend solutions. You'll collaborate with cross-functional teams to deliver high-quality products.             For the majority of employees, PayPal's balanced hybrid work model offers 3 days in the office for effective in-person collaboration and 2 days at your choice of either the PayPal office or your home workspace, ensuring that you equally have the benefits and conveniences of both locations.    At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.  We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com    To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspx    PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state, or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.    Our employees are central to advancing our mission, and we strive to create an environment where everyone can do their best work with a sense of purpose and belonging. Belonging at PayPal means creating a workplace with a sense of acceptance and security where all employees feel included and valued. We are proud to have a diverse workforce reflective of the merchants, consumers, and communities that we serve, and we continue to take tangible actions to cultivate inclusivity and belonging at PayPal.  Any general requests for consideration of your skills, please Join our Talent Community.  We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don’t hesitate to apply.  Notice to Applicants and Employees who reside within New York city. Click https://careers.pypl.com/Contact-Us/default.aspx  to view the notice.  REQ ID R0124674 Show more",https://www.linkedin.com/jobs/view/software-engineer-backend-python-at-venmo-4206049718?position=55&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=GHZFw4seCarOF8B5dict1w%3D%3D
Software Engineer (New Grad),Layup Parts,"Huntington Beach, CA","Layup Parts is a startup that manufactures composite parts and the tooling to make those parts. Our mission is to ship parts faster than our competition can return a quote.  We utilize the latest technology to reshape the composites industry by manufacturing high quality composite parts faster and more affordably than anyone else. Our customers are developing tomorrow's high tech products, and we are building technology to accelerate their success using scalable automation.  We are also a team of experienced founders, product leaders, and engineers who have built and supported some of the fastest-growing brands in the US. We have raised funding from advisors and institutional investors, including Founders Fund, Lux Capital and Haystack.  About the Role:  We are looking for highly motivated fresh graduate, preferably with a CS major, to join our team as a key member of our growing engineering function. This individual will partner closely with our CTO and other founders and work directly with team members, and advisors.  This is a high-impact role that presents a unique opportunity to make decisions that shape the technical trajectory of Layup. You are an ideal candidate if you are looking to join an exceptional team and play a significant role in the growth and success of an early-stage startup.               Show more",https://www.linkedin.com/jobs/view/software-engineer-new-grad-at-layup-parts-4198108626?position=56&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=tc58hyhXg4DGPDq%2BoJCSKw%3D%3D
Software Development Engineer,Adobe,"San Jose, CA","Our Company  Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.  We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!    Do you thrive on solving hard problems at scale? Do you want to build cloud-native systems that work seamlessly across devices? Are you interested in defining the future of creativity by making it fast, fun, and streamlined to build sophisticated-looking content? Most of all, are you passionate about the next generation of users and building modern solutions for them that connect to leading social and digital platforms?  We are a team of passionate storytellers, technology innovators, and change agents. Building off Creative Cloud Express ’s initial success, we are now re-imagining (from the ground up!) the way people discover, build, and publish the full range of media types - from graphics to imaging to video - right in the browser and on their mobile devices. Our aim is to build fast and easy product experiences that empower students, social influencers, marketers, small businesses - really anyone with something to say - to make something that will stand out and impress their audience.  We are seeking an experienced web front-end engineer to join a highly motivated and fast-paced team to join us in building a new creativity platform that will help define the future of Creative Cloud and Adobe’s Digital Media business.              Our compensation reflects the cost of labor across several  U.S. geographic markets, and we pay differently based on those defined markets. The U.S. pay range for this position is $133,900 -- $242,000 annually. Pay within this range varies by work location and may also depend on job-related knowledge, skills, and experience. Your recruiter can share more about the specific salary range for the job location during the hiring process.  At Adobe, for sales roles starting salaries are expressed as total target compensation (TTC = base + commission), and short-term incentives are in the form of sales commission plans. Non-sales roles starting salaries are expressed as base salary and short-term incentives are in the form of the Annual Incentive Plan (AIP).  In addition, certain roles may be eligible for long-term incentives in the form of a new hire equity award.  Adobe is proud to be an Equal Employment Opportunity and affirmative action employer. We do not discriminate based on gender, race or color, ethnicity or national origin, age, disability, religion, sexual orientation, gender identity or expression, veteran status, or any other applicable characteristics protected by law. Learn more.  Adobe aims to make Adobe.com accessible to any and all users. If you have a disability or special need that requires accommodation to navigate our website or complete the application process, email accommodations@adobe.com or call (408) 536-3015.  Adobe values a free and open marketplace for all employees and has policies in place to ensure that we do not enter into illegal agreements with other companies to not recruit or hire each other’s employees. Show more",https://www.linkedin.com/jobs/view/software-development-engineer-at-adobe-4210054532?position=57&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=XjiuPfztpkB6tMaBUrQC0g%3D%3D
"Software Engineer, Frontend",OpenAI,"Seattle, WA","About The Team  The ChatGPT for Work team works across research, engineering, product, and design to bring OpenAI’s technology to consumers and businesses.  We seek to learn from deployment and distribute the benefits of AI, while ensuring that this powerful tool is used responsibly and safely.    We are looking for an experienced frontend engineer to join our Applied Engineering teams. You’ll work in a deeply iterative, collaborative, fast-paced environment to bring our technology to millions of users around the world, and ensure it’s delivered with safety and reliability in mind. We value engineers who are self-starters, care deeply about the end user experience, and take pride in building products to solve customer needs.  You will help build and deploy our ChatGPT for Work product. We shipped ChatGPT for Work in August last year, and we’re humbled and excited by the reception – a recent study found that ChatGPT can drive up to 30% more productivity in knowledge work.            OpenAI is an AI research and deployment company dedicated to ensuring that general-purpose artificial intelligence benefits all of humanity. We push the boundaries of the capabilities of AI systems and seek to safely deploy them to the world through our products. AI is an extremely powerful tool that must be created with safety and human needs at its core, and to achieve our mission, we must encompass and value the many different perspectives, voices, and experiences that form the full spectrum of humanity.  We are an equal opportunity employer and do not discriminate on the basis of race, religion, national origin, gender, sexual orientation, age, veteran status, disability or any other legally protected status.  OpenAI Affirmative Action and Equal Employment Opportunity Policy Statement  For US Based Candidates: Pursuant to the San Francisco Fair Chance Ordinance, we will consider qualified applicants with arrest and conviction records.  We are committed to providing reasonable accommodations to applicants with disabilities, and requests can be made via this link.  OpenAI Global Applicant Privacy Policy  At OpenAI, we believe artificial intelligence has the potential to help people solve immense global challenges, and we want the upside of AI to be widely shared. Join us in shaping the future of technology. Show more",https://www.linkedin.com/jobs/view/software-engineer-frontend-at-openai-4201245616?position=58&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=18u9LkzvRFKFCNjXs57UwA%3D%3D
Software Engineer | Frontend,Pump.co,"San Francisco, CA","About Pump  Pump is a financial operations company designed to optimize business’s cloud spend by reducing their costs. Pump has rapidly expanded since 2022, scaling to over $10M in ARR in less than two years. We are the only completely free cost optimization product on the market, managing hundreds of millions in aggregate AWS, GCP, and Azure spend across hundreds of our customers.  Pump is a Y Combinator-backed startup with dozens of angel investors. Our founding team comprises two founders with multiple $XXm and above exits. The eng team consists of multiple engineers from leading technology cloud technology companies such as Google and Amazon.  Pump has also been called the Costco of the Cloud by Forbes.    Tech stack: React+typescript, Python+postgres, AWS  As a frontend developer you’ll be working closely with product and backend, crafting the user experience for new features we’re developing. Our ideal candidate owns their work from design to deployment and beyond, and helps lead backend development from a user-first perspective.  We’re looking for someone with a deep understanding of frontend engineering with a passion for performance and scale. You should also be strong at identifying and building the right abstractions to support other engineers. Engineering Management or Tech Leadership experience is a plus.                $100,000 - $180,000 USD Show more",https://www.linkedin.com/jobs/view/software-engineer-frontend-at-pump-co-4210963583?position=59&pageNum=0&refId=m8rZGI73p788lKBnn9yzjA%3D%3D&trackingId=sizISc6DHOAnTMteZ7l9%2FA%3D%3D
